date,nav,cash,invested,drawdown,is_circuit
2018-09-20,1154945.941498695,11606.539484979048,1143339.4020137158,-0.02804611223662886,0
2018-09-21,1156229.7307951471,11606.539484979048,1144623.191310168,-0.026965729204903113,0
2018-09-25,1156255.1009300086,11606.539484979048,1144648.5614450295,-0.026944378767340935,0
2018-09-26,1157400.0002360297,11606.539484979048,1145793.4607510506,-0.025980879705089704,0
2018-09-27,1157943.2713894348,11606.539484979048,1146336.7319044557,-0.025523685570984552,0
2018-09-28,1160925.9899293333,11606.539484979048,1149319.4504443542,-0.023013555203154238,0
2018-10-08,1163581.5744682956,11635.620929348679,1151945.9535389468,-0.02077872704004618,0
2018-10-09,1163563.2059965883,11635.620929348679,1151927.5850672396,-0.020794185172627634,0
2018-10-10,1159194.8075242117,11635.620929348679,1147559.186594863,-0.024470445442451562,0
2018-10-11,1163033.673244611,11635.620929348679,1151398.0523152621,-0.021239817646399217,0
2018-10-12,1164330.4590569972,11635.620929348679,1152694.8381276485,-0.020148497293942115,0
2018-10-15,1165611.5981721133,11635.620929348679,1153975.9772427646,-0.019070344543271386,0
2018-10-16,1165521.3467563142,11635.620929348679,1153885.7258269654,-0.019146296335740817,0
2018-10-17,1166131.9703509102,11635.620929348679,1154496.3494215615,-0.018632421222280933,0
2018-10-18,1168361.2879693666,11635.620929348679,1156725.667040018,-0.016756321356077315,0
2018-10-19,1168721.8963470669,11635.620929348679,1157086.275417718,-0.016452848524949874,0
2018-10-22,1166896.9369936206,11635.620929348679,1155261.3160642718,-0.017988657496485386,0
2018-10-23,1167143.4908160795,11635.620929348679,1155507.8698867308,-0.01778116817800617,0
2018-10-24,1167372.1514670728,11635.620929348679,1155736.530537724,-0.017588736999432582,0
2018-10-25,1166667.4885746224,11635.620929348679,1155031.8676452737,-0.018181751627451403,0
2018-10-26,1166654.815252417,11635.620929348679,1155019.1943230683,-0.018192416961945294,0
2018-10-29,1166777.0530676441,11635.620929348679,1155141.4321382954,-0.01808954676216128,0
2018-10-30,1166433.540648049,11635.620929348679,1154797.9197187002,-0.01837863235458932,0
2018-10-31,1166797.4282232434,11635.620929348679,1155161.8072938947,-0.018072399888886117,0
2018-11-01,1167636.607662549,11635.620929348679,1156000.9867332003,-0.01736618179740928,0
2018-11-02,1165500.926771716,11635.620929348679,1153865.3058423672,-0.019163480935214378,0
2018-11-05,1167031.6071378074,11635.620929348679,1155395.9862084587,-0.017875324771978656,0
2018-11-06,1168177.7309332946,11635.620929348679,1156542.1100039459,-0.01691079523093678,0
2018-11-07,1169903.4532515602,11635.620929348679,1158267.8323222115,-0.015458499970899148,0
2018-11-08,1171393.070023352,11635.620929348679,1159757.4490940033,-0.014204901200084103,0
2018-11-09,1170751.0321561997,11635.620929348679,1159115.411226851,-0.01474521324296663,0
2018-11-12,1173000.6468366818,11635.620929348679,1161365.025907333,-0.012852032223752167,0
2018-11-13,1171973.7306770587,11635.620929348679,1160338.10974771,-0.013716241636408734,0
2018-11-14,1174094.7955230891,11635.620929348679,1162459.1745937404,-0.011931242746657817,0
2018-11-15,1177969.85271287,11635.620929348679,1166334.2317835214,-0.008670157733427102,0
2018-11-16,1179172.7928617047,11635.620929348679,1167537.171932356,-0.007657813941050769,0
2018-11-19,1178790.0641832035,11635.620929348679,1167154.4432538548,-0.007979902286194506,0
2018-11-20,1176440.5322343349,11635.620929348679,1164804.911304986,-0.009957169472539015,0
2018-11-21,1177068.0890071075,11635.620929348679,1165432.4680777588,-0.009429044109115381,0
2018-11-22,1176387.2500842635,11635.620929348679,1164751.6291549148,-0.010002009487166051,0
2018-11-23,1170876.569037727,11635.620929348679,1159240.9481083783,-0.014639566687856083,0
2018-11-26,1170778.309394569,11635.620929348679,1159142.6884652202,-0.014722257867370426,0
2018-11-27,1171100.9011582548,11635.620929348679,1159465.280228906,-0.014450778218315936,0
2018-11-28,1171141.7670101833,11635.620929348679,1159506.1460808346,-0.014416387237550976,0
2018-11-29,1171220.1221110602,11635.620929348679,1159584.5011817114,-0.014350446882953467,0
2018-11-30,1171476.9266321082,11635.620929348679,1159841.3057027594,-0.014134331008037366,0
2018-12-03,1170916.9541903127,10305.304299305659,1160611.649891007,-0.01460558024342343,0
2018-12-04,1173426.1465092045,10305.304299305659,1163120.8422098989,-0.012493949610453496,0
2018-12-05,1176215.2131064516,10305.304299305659,1165909.908807146,-0.010146788565922243,0
2018-12-06,1177505.8997618854,10305.304299305659,1167200.5954625797,-0.009060601007216796,0
